wi0,wi1,wi2,wi3,wi4,wi5,wi6,wi7,wi8,wi9,wi10,wi11,wi12,wi13,wi14,wi15,wi16,wi17,wi18,wi19,wi20,wi21,wi22,wi23,wi24,wi25,wi26,wi27,wi28,wi29,wi30,wi31,wi32,wi33,wi34,wi35,wi36,wi37,wi38,wi39,wi40,wi41,wi42,wi43,wi44,wi45,wi46,wi47,wi48,wi49,wi50,wi51,wi52,wi53,wi54,wi55,wi56,wi57,wi58,wi59,wi60,wi61,wi62,wi63,wi64,wi65,wi66,wi67,wi68,wi69,wi70,wi71,wi72,wi73,wi74,wi75,wi76,wi77,wi78,wi79,wi80,wi81,wi82,wi83,wi84,wi85,wi86,wi87,wi88,wi89,wi90,wi91,wi92,wi93,wi94,wi95,wi96,wi97,wi98,wi99
1.0,0.0,2.0,21.0,5.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,5.0,41.0,24.0,3.0,1.0,1.0,10.0,10.0,3.0,2.0,9.0,23.0,14.0,62.0,16.0,6.0,54.0,27.0,2.0,4.0,50.0,21.0,34.0,7.0,19.0,36.0,13.0,11.0,14.0,13.0,63.0,49.0,476.0,135.0,150.0,108.0,73.0,24.0,11.0,27.0,80.0,512.0,159.0,323.0,48.0,8.0,22.0,40.0,28.0,22.0,138.0,176.0,474.0,322.0,38.0,17.0,6.0,63.0,12.0,3.0,90.0,134.0,180.0,105.0,74.0,7.0,34.0,33.0,12.0,15.0,129.0,263.0,158.0,253.0,141.0,210.0,225.0,3.0,3.0,4.0,19.0,38.0,31.0,12.0,58.0,26.0,26.0,10.0
0.0,1.0,0.0,10.0,1.0,3.0,0.0,1.0,0.0,3.0,6.0,1.0,4.0,25.0,15.0,0.0,2.0,2.0,4.0,3.0,4.0,0.0,2.0,16.0,6.0,29.0,8.0,6.0,33.0,11.0,2.0,0.0,45.0,11.0,34.0,8.0,16.0,12.0,7.0,5.0,2.0,10.0,30.0,15.0,240.0,74.0,55.0,70.0,29.0,16.0,8.0,14.0,65.0,305.0,66.0,164.0,224.0,38.0,2.0,3.0,21.0,22.0,80.0,73.0,198.0,325.0,231.0,6.0,1.0,0.0,7.0,5.0,51.0,57.0,99.0,59.0,126.0,42.0,24.0,10.0,10.0,4.0,87.0,98.0,90.0,121.0,82.0,153.0,111.0,5.0,6.0,3.0,29.0,19.0,30.0,8.0,38.0,13.0,10.0,4.0
0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,7.0,6.0,1.0,11.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,6.0,5.0,3.0,2.0,1.0,0.0,5.0,6.0,65.0,21.0,17.0,23.0,19.0,4.0,3.0,5.0,13.0,81.0,21.0,38.0,57.0,40.0,3.0,0.0,3.0,8.0,17.0,28.0,51.0,77.0,83.0,79.0,0.0,0.0,3.0,0.0,15.0,14.0,19.0,8.0,37.0,23.0,13.0,0.0,1.0,2.0,17.0,20.0,17.0,19.0,29.0,26.0,23.0,2.0,0.0,0.0,6.0,4.0,6.0,1.0,9.0,3.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,7.0,7.0,3.0,15.0,4.0,2.0,0.0,7.0,1.0,9.0,35.0,7.0,11.0,19.0,5.0,5.0,1.0,1.0,1.0,13.0,11.0,19.0,16.0,10.0,16.0,1.0,1.0,0.0,0.0,9.0,9.0,5.0,4.0,8.0,2.0,1.0,0.0,2.0,0.0,8.0,12.0,19.0,9.0,9.0,4.0,0.0,0.0,2.0,1.0,3.0,13.0,2.0,1.0,6.0,2.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,4.0,18.0,8.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,29.0,4.0,6.0,18.0,5.0,7.0,0.0,0.0,1.0,3.0,7.0,22.0,12.0,19.0,17.0,4.0,2.0,0.0,0.0,2.0,12.0,14.0,7.0,7.0,1.0,2.0,0.0,1.0,0.0,5.0,19.0,12.0,11.0,7.0,4.0,3.0,1.0,0.0,0.0,3.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,0.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,9.0,7.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,21.0,7.0,36.0,5.0,5.0,11.0,5.0,3.0,1.0,36.0,11.0,6.0,2.0,2.0,5.0,9.0,2.0,11.0,15.0,49.0,17.0,212.0,41.0,45.0,29.0,28.0,5.0,15.0,24.0,67.0,251.0,55.0,154.0,163.0,46.0,35.0,4.0,28.0,14.0,40.0,28.0,178.0,258.0,163.0,158.0,48.0,17.0,25.0,3.0,4.0,5.0,46.0,48.0,65.0,38.0,17.0,3.0,42.0,2.0,21.0,34.0,89.0,138.0,81.0,46.0,38.0,2.0,4.0,8.0,38.0,28.0,25.0,12.0,42.0,9.0,17.0,0.0
0.0,0.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,14.0,12.0,0.0,2.0,1.0,7.0,1.0,3.0,0.0,7.0,16.0,3.0,49.0,3.0,6.0,13.0,2.0,2.0,0.0,26.0,8.0,14.0,5.0,10.0,5.0,2.0,6.0,6.0,9.0,34.0,28.0,239.0,44.0,33.0,29.0,37.0,5.0,8.0,14.0,55.0,219.0,72.0,178.0,178.0,72.0,38.0,8.0,28.0,27.0,74.0,17.0,137.0,297.0,209.0,193.0,58.0,19.0,27.0,10.0,5.0,4.0,2.0,36.0,93.0,54.0,20.0,3.0,22.0,10.0,60.0,9.0,32.0,100.0,86.0,68.0,99.0,0.0,4.0,12.0,46.0,44.0,47.0,10.0,25.0,8.0,14.0,4.0
0.0,0.0,1.0,7.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,21.0,9.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,8.0,5.0,9.0,40.0,4.0,3.0,11.0,4.0,4.0,1.0,38.0,13.0,18.0,7.0,5.0,9.0,4.0,0.0,7.0,5.0,67.0,20.0,344.0,73.0,63.0,52.0,47.0,7.0,12.0,25.0,73.0,438.0,103.0,230.0,291.0,71.0,61.0,7.0,24.0,27.0,142.0,33.0,68.0,149.0,242.0,248.0,75.0,19.0,23.0,9.0,38.0,4.0,1.0,2.0,67.0,53.0,27.0,4.0,25.0,15.0,158.0,49.0,13.0,39.0,64.0,97.0,108.0,4.0,4.0,18.0,45.0,36.0,50.0,17.0,34.0,13.0,7.0,4.0
0.0,0.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,27.0,5.0,3.0,11.0,9.0,1.0,0.0,15.0,11.0,13.0,3.0,2.0,8.0,3.0,3.0,7.0,7.0,21.0,11.0,214.0,34.0,40.0,42.0,19.0,2.0,8.0,9.0,37.0,263.0,76.0,169.0,170.0,56.0,31.0,5.0,10.0,17.0,66.0,62.0,77.0,67.0,68.0,108.0,59.0,17.0,7.0,6.0,37.0,25.0,2.0,0.0,2.0,23.0,20.0,5.0,9.0,4.0,105.0,78.0,23.0,3.0,6.0,42.0,47.0,1.0,1.0,3.0,18.0,15.0,36.0,13.0,24.0,4.0,7.0,4.0
0.0,0.0,2.0,25.0,3.0,3.0,0.0,0.0,3.0,4.0,1.0,0.0,7.0,9.0,6.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,4.0,13.0,7.0,35.0,10.0,7.0,26.0,6.0,0.0,1.0,26.0,13.0,14.0,5.0,8.0,14.0,4.0,1.0,5.0,7.0,25.0,21.0,270.0,72.0,78.0,65.0,48.0,13.0,6.0,16.0,43.0,337.0,91.0,220.0,211.0,114.0,56.0,8.0,8.0,20.0,82.0,118.0,187.0,117.0,75.0,117.0,98.0,25.0,10.0,1.0,45.0,84.0,58.0,0.0,7.0,2.0,13.0,17.0,8.0,4.0,89.0,156.0,94.0,36.0,5.0,23.0,53.0,8.0,1.0,6.0,27.0,20.0,46.0,6.0,60.0,14.0,22.0,11.0
0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,4.0,11.0,2.0,3.0,12.0,6.0,0.0,0.0,17.0,5.0,6.0,3.0,2.0,8.0,3.0,2.0,2.0,2.0,28.0,9.0,135.0,25.0,39.0,26.0,22.0,5.0,0.0,1.0,23.0,152.0,52.0,71.0,104.0,76.0,41.0,5.0,14.0,11.0,37.0,44.0,86.0,136.0,29.0,7.0,27.0,22.0,5.0,5.0,33.0,46.0,55.0,15.0,1.0,0.0,0.0,2.0,5.0,5.0,59.0,73.0,45.0,69.0,3.0,7.0,14.0,9.0,3.0,3.0,14.0,6.0,18.0,9.0,21.0,6.0,15.0,16.0
1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,6.0,2.0,1.0,0.0,11.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,7.0,5.0,64.0,17.0,14.0,23.0,15.0,5.0,1.0,1.0,21.0,108.0,16.0,59.0,60.0,60.0,31.0,4.0,3.0,1.0,25.0,27.0,63.0,120.0,80.0,34.0,16.0,10.0,1.0,0.0,23.0,13.0,30.0,26.0,15.0,0.0,1.0,0.0,5.0,2.0,25.0,41.0,33.0,46.0,20.0,3.0,1.0,3.0,0.0,1.0,9.0,12.0,6.0,3.0,30.0,6.0,19.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,6.0,6.0,5.0,5.0,2.0,1.0,0.0,2.0,25.0,3.0,16.0,18.0,11.0,4.0,2.0,0.0,1.0,5.0,3.0,11.0,8.0,22.0,22.0,3.0,0.0,0.0,0.0,6.0,5.0,11.0,5.0,4.0,8.0,0.0,0.0,2.0,0.0,9.0,12.0,10.0,12.0,10.0,10.0,5.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,6.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,34.0,6.0,7.0,4.0,7.0,3.0,3.0,6.0,10.0,44.0,9.0,27.0,29.0,10.0,3.0,1.0,16.0,4.0,29.0,19.0,33.0,51.0,27.0,20.0,3.0,2.0,0.0,0.0,30.0,10.0,21.0,7.0,6.0,4.0,3.0,0.0,0.0,1.0,40.0,31.0,23.0,16.0,11.0,3.0,7.0,0.0,0.0,1.0,6.0,8.0,4.0,2.0,3.0,1.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,4.0,31.0,6.0,4.0,4.0,2.0,0.0,0.0,2.0,5.0,31.0,9.0,24.0,26.0,9.0,5.0,0.0,4.0,0.0,11.0,7.0,27.0,55.0,24.0,23.0,9.0,0.0,1.0,0.0,3.0,15.0,14.0,8.0,10.0,5.0,3.0,0.0,1.0,0.0,0.0,14.0,15.0,21.0,11.0,7.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,15.0,1.0,21.0,4.0,4.0,17.0,9.0,1.0,2.0,14.0,11.0,10.0,3.0,5.0,4.0,3.0,1.0,7.0,4.0,28.0,11.0,166.0,34.0,52.0,30.0,27.0,7.0,9.0,16.0,46.0,250.0,66.0,251.0,215.0,33.0,20.0,4.0,22.0,18.0,105.0,102.0,204.0,443.0,260.0,125.0,39.0,13.0,12.0,2.0,7.0,37.0,98.0,35.0,70.0,18.0,14.0,2.0,18.0,0.0,12.0,19.0,67.0,218.0,47.0,54.0,46.0,2.0,9.0,6.0,6.0,10.0,23.0,7.0,20.0,1.0,13.0,1.0
0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,22.0,9.0,0.0,6.0,0.0,4.0,2.0,3.0,2.0,10.0,21.0,7.0,41.0,8.0,2.0,23.0,11.0,1.0,1.0,37.0,10.0,15.0,2.0,3.0,6.0,4.0,6.0,9.0,8.0,45.0,26.0,361.0,68.0,48.0,33.0,40.0,4.0,11.0,15.0,83.0,415.0,76.0,272.0,278.0,83.0,37.0,1.0,25.0,30.0,208.0,97.0,354.0,527.0,370.0,325.0,64.0,10.0,13.0,19.0,28.0,17.0,53.0,59.0,133.0,74.0,32.0,4.0,32.0,9.0,17.0,5.0,10.0,234.0,145.0,144.0,123.0,4.0,6.0,26.0,58.0,13.0,39.0,17.0,50.0,14.0,30.0,16.0
0.0,0.0,1.0,10.0,4.0,3.0,1.0,1.0,0.0,3.0,12.0,0.0,5.0,23.0,12.0,2.0,1.0,0.0,2.0,5.0,0.0,5.0,4.0,13.0,14.0,42.0,5.0,4.0,16.0,5.0,1.0,3.0,35.0,16.0,14.0,3.0,13.0,5.0,1.0,3.0,10.0,4.0,26.0,30.0,363.0,64.0,66.0,35.0,63.0,9.0,6.0,21.0,89.0,397.0,104.0,234.0,311.0,85.0,55.0,9.0,20.0,32.0,180.0,143.0,302.0,416.0,351.0,248.0,79.0,33.0,19.0,7.0,68.0,37.0,18.0,24.0,119.0,62.0,27.0,8.0,25.0,16.0,114.0,4.0,0.0,2.0,72.0,101.0,147.0,9.0,4.0,25.0,64.0,29.0,11.0,7.0,49.0,15.0,26.0,7.0
0.0,0.0,3.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,3.0,8.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,17.0,4.0,33.0,7.0,5.0,23.0,10.0,0.0,0.0,29.0,14.0,12.0,6.0,10.0,3.0,3.0,1.0,12.0,5.0,33.0,19.0,333.0,93.0,86.0,43.0,48.0,12.0,16.0,15.0,67.0,352.0,122.0,339.0,306.0,103.0,37.0,5.0,19.0,18.0,114.0,127.0,226.0,470.0,324.0,306.0,71.0,18.0,4.0,4.0,63.0,129.0,27.0,3.0,23.0,41.0,30.0,7.0,8.0,20.0,183.0,179.0,2.0,2.0,4.0,88.0,77.0,7.0,3.0,7.0,35.0,30.0,37.0,0.0,16.0,11.0,21.0,5.0
0.0,0.0,3.0,13.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,9.0,7.0,3.0,5.0,0.0,4.0,2.0,6.0,0.0,2.0,14.0,6.0,25.0,7.0,5.0,20.0,10.0,3.0,1.0,29.0,9.0,12.0,1.0,9.0,10.0,5.0,4.0,9.0,9.0,40.0,21.0,250.0,58.0,69.0,62.0,53.0,9.0,9.0,15.0,58.0,304.0,48.0,176.0,311.0,116.0,45.0,16.0,17.0,13.0,85.0,108.0,220.0,276.0,310.0,279.0,110.0,37.0,10.0,7.0,87.0,110.0,84.0,10.0,11.0,21.0,39.0,19.0,10.0,6.0,147.0,195.0,89.0,3.0,6.0,7.0,81.0,9.0,0.0,9.0,40.0,34.0,33.0,3.0,16.0,12.0,47.0,12.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,16.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,5.0,9.0,1.0,33.0,5.0,5.0,15.0,7.0,0.0,1.0,11.0,13.0,8.0,0.0,6.0,6.0,2.0,1.0,2.0,4.0,16.0,8.0,128.0,48.0,50.0,36.0,33.0,6.0,3.0,0.0,28.0,204.0,31.0,126.0,151.0,85.0,48.0,6.0,10.0,12.0,40.0,67.0,112.0,198.0,190.0,202.0,127.0,28.0,1.0,5.0,42.0,52.0,52.0,35.0,44.0,11.0,2.0,13.0,9.0,5.0,75.0,108.0,81.0,54.0,6.0,7.0,0.0,3.0,2.0,7.0,31.0,19.0,32.0,9.0,32.0,1.0,7.0,16.0
0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,4.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,16.0,2.0,1.0,8.0,9.0,1.0,0.0,7.0,5.0,10.0,6.0,1.0,6.0,3.0,0.0,2.0,4.0,12.0,6.0,102.0,23.0,22.0,21.0,29.0,8.0,6.0,11.0,20.0,161.0,33.0,75.0,127.0,69.0,30.0,8.0,6.0,4.0,39.0,44.0,83.0,186.0,178.0,187.0,65.0,30.0,7.0,1.0,31.0,43.0,60.0,30.0,37.0,12.0,2.0,2.0,4.0,6.0,43.0,75.0,80.0,73.0,18.0,0.0,0.0,1.0,1.0,2.0,15.0,19.0,13.0,14.0,22.0,2.0,3.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,3.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,12.0,7.0,4.0,13.0,2.0,3.0,1.0,0.0,6.0,4.0,2.0,6.0,7.0,6.0,14.0,4.0,2.0,0.0,1.0,3.0,4.0,1.0,0.0,4.0,5.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,9.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,8.0,2.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,5.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,16.0,4.0,4.0,3.0,4.0,2.0,1.0,0.0,5.0,29.0,7.0,15.0,14.0,3.0,4.0,0.0,2.0,1.0,8.0,12.0,14.0,21.0,17.0,8.0,3.0,0.0,1.0,0.0,18.0,8.0,9.0,4.0,3.0,5.0,1.0,0.0,4.0,1.0,8.0,25.0,21.0,8.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,2.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,11.0,4.0,1.0,6.0,4.0,0.0,0.0,9.0,5.0,8.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,8.0,7.0,83.0,13.0,17.0,10.0,8.0,2.0,5.0,6.0,22.0,114.0,20.0,34.0,57.0,21.0,23.0,1.0,4.0,11.0,31.0,35.0,144.0,63.0,68.0,50.0,31.0,8.0,8.0,4.0,36.0,52.0,47.0,23.0,33.0,19.0,16.0,2.0,7.0,1.0,14.0,72.0,79.0,31.0,22.0,43.0,25.0,2.0,5.0,0.0,0.0,0.0,13.0,2.0,21.0,7.0,2.0,1.0
0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,3.0,14.0,1.0,1.0,5.0,1.0,0.0,0.0,7.0,4.0,7.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,10.0,7.0,91.0,24.0,14.0,19.0,8.0,4.0,5.0,8.0,15.0,131.0,22.0,55.0,83.0,27.0,10.0,2.0,9.0,7.0,62.0,43.0,91.0,112.0,98.0,65.0,35.0,5.0,15.0,3.0,34.0,53.0,54.0,29.0,43.0,15.0,19.0,6.0,7.0,3.0,8.0,16.0,35.0,51.0,33.0,28.0,37.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,31.0,9.0,7.0,2.0
0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,6.0,5.0,4.0,7.0,0.0,0.0,0.0,11.0,2.0,6.0,0.0,1.0,4.0,0.0,2.0,4.0,0.0,4.0,6.0,120.0,10.0,19.0,13.0,20.0,4.0,4.0,3.0,18.0,129.0,23.0,60.0,103.0,23.0,13.0,4.0,15.0,14.0,44.0,44.0,70.0,112.0,68.0,72.0,28.0,5.0,5.0,7.0,33.0,50.0,49.0,22.0,29.0,14.0,2.0,4.0,10.0,3.0,34.0,43.0,6.0,54.0,28.0,33.0,33.0,3.0,3.0,6.0,10.0,0.0,0.0,0.0,8.0,5.0,2.0,2.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,11.0,6.0,5.0,8.0,4.0,1.0,0.0,1.0,0.0,3.0,5.0,8.0,13.0,12.0,9.0,5.0,3.0,0.0,0.0,0.0,11.0,9.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,3.0,3.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,15.0,1.0,2.0,7.0,4.0,0.0,0.0,16.0,2.0,9.0,3.0,7.0,4.0,3.0,1.0,5.0,3.0,10.0,5.0,125.0,22.0,18.0,21.0,14.0,6.0,2.0,7.0,22.0,117.0,30.0,73.0,71.0,49.0,32.0,2.0,2.0,9.0,30.0,27.0,69.0,124.0,119.0,112.0,46.0,12.0,0.0,1.0,34.0,32.0,42.0,26.0,69.0,28.0,16.0,1.0,4.0,2.0,42.0,55.0,46.0,20.0,9.0,43.0,33.0,2.0,1.0,6.0,30.0,12.0,12.0,0.0,0.0,0.0,12.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,18.0,11.0,5.0,11.0,5.0,2.0,1.0,0.0,12.0,30.0,4.0,6.0,19.0,14.0,8.0,3.0,1.0,1.0,4.0,7.0,20.0,32.0,27.0,26.0,16.0,2.0,0.0,0.0,5.0,4.0,7.0,7.0,15.0,13.0,3.0,2.0,1.0,0.0,5.0,12.0,12.0,16.0,7.0,0.0,1.0,1.0,0.0,1.0,5.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,6.0,0.0,18.0,5.0,3.0,5.0,4.0,0.0,1.0,1.0,7.0,26.0,4.0,22.0,24.0,11.0,14.0,0.0,1.0,1.0,9.0,9.0,20.0,27.0,37.0,46.0,14.0,3.0,0.0,0.0,5.0,9.0,9.0,3.0,19.0,11.0,2.0,2.0,1.0,0.0,16.0,13.0,14.0,16.0,14.0,12.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,9.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,25.0,8.0,7.0,6.0,6.0,1.0,0.0,1.0,3.0,36.0,3.0,9.0,31.0,4.0,7.0,2.0,0.0,0.0,9.0,10.0,21.0,9.0,23.0,18.0,6.0,1.0,1.0,1.0,4.0,3.0,10.0,6.0,11.0,14.0,5.0,1.0,2.0,2.0,9.0,7.0,7.0,13.0,8.0,22.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0
