wi0,wi1,wi2,wi3,wi4,wi5,wi6,wi7,wi8,wi9,wi10,wi11,wi12,wi13,wi14,wi15,wi16,wi17,wi18,wi19,wi20,wi21,wi22,wi23,wi24,wi25,wi26,wi27,wi28,wi29,wi30,wi31,wi32,wi33,wi34,wi35,wi36,wi37,wi38,wi39,wi40,wi41,wi42,wi43,wi44,wi45,wi46,wi47,wi48,wi49,wi50,wi51,wi52,wi53,wi54,wi55,wi56,wi57,wi58,wi59,wi60,wi61,wi62,wi63,wi64,wi65,wi66,wi67,wi68,wi69,wi70,wi71,wi72,wi73,wi74,wi75,wi76,wi77,wi78,wi79,wi80,wi81,wi82,wi83,wi84,wi85,wi86,wi87,wi88,wi89,wi90,wi91,wi92,wi93,wi94,wi95,wi96,wi97,wi98,wi99,wi100,wi101,wi102,wi103,wi104,wi105,wi106,wi107,wi108,wi109,wi110,wi111,wi112,wi113,wi114,wi115,wi116,wi117,wi118,wi119,wi120
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,6.0,17.0,8.0,12.0,8.0,0.0,0.0,0.0,3.0,5.0,3.0,6.0,16.0,13.0,24.0,9.0,13.0,7.0,1.0,0.0,1.0,3.0,5.0,3.0,7.0,13.0,6.0,6.0,2.0,0.0,3.0,0.0,3.0,4.0,5.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,15.0,6.0,16.0,6.0,1.0,0.0,1.0,1.0,1.0,6.0,3.0,17.0,17.0,12.0,9.0,5.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,4.0,5.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,2.0,2.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,6.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,63.0,9.0,33.0,0.0,7.0,10.0,5.0,2.0,0.0,2.0,8.0,4.0,7.0,30.0,28.0,6.0,5.0,2.0,1.0,1.0,2.0,6.0,8.0,8.0,10.0,10.0,9.0,2.0,1.0,1.0,1.0,0.0,3.0,12.0,6.0,4.0,5.0,6.0,1.0,2.0,2.0,5.0,1.0,7.0,6.0,4.0,9.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,16.0,6.0,2.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,15.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,77.0,11.0,19.0,13.0,8.0,0.0,4.0,1.0,7.0,18.0,22.0,84.0,77.0,22.0,9.0,11.0,6.0,5.0,2.0,4.0,21.0,31.0,22.0,17.0,20.0,6.0,6.0,0.0,0.0,4.0,11.0,22.0,13.0,16.0,8.0,7.0,14.0,4.0,1.0,1.0,2.0,15.0,13.0,12.0,15.0,6.0,4.0,7.0,6.0,0.0,0.0,6.0,4.0,8.0,8.0,2.0,2.0,3.0,2.0,3.0,3.0
0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,2.0,4.0,4.0,3.0,1.0,2.0,0.0,3.0,2.0,3.0,2.0,5.0,14.0,2.0,21.0,2.0,0.0,0.0,9.0,2.0,4.0,2.0,16.0,3.0,8.0,6.0,5.0,2.0,2.0,3.0,1.0,15.0,1.0,1.0,8.0,9.0,46.0,14.0,5.0,2.0,2.0,1.0,5.0,0.0,1.0,14.0,14.0,176.0,41.0,47.0,41.0,19.0,4.0,15.0,2.0,5.0,13.0,43.0,213.0,191.0,42.0,29.0,25.0,3.0,7.0,5.0,11.0,27.0,69.0,79.0,46.0,45.0,20.0,9.0,2.0,4.0,4.0,16.0,57.0,31.0,35.0,24.0,8.0,20.0,6.0,1.0,4.0,2.0,36.0,34.0,19.0,40.0,19.0,8.0,19.0,2.0,0.0,0.0,6.0,8.0,10.0,8.0,12.0,11.0,2.0,2.0,6.0,2.0
2.0,0.0,2.0,8.0,36.0,1.0,12.0,2.0,1.0,0.0,2.0,16.0,1.0,12.0,13.0,56.0,29.0,6.0,6.0,1.0,8.0,15.0,3.0,1.0,8.0,48.0,6.0,56.0,5.0,4.0,6.0,47.0,39.0,8.0,5.0,72.0,19.0,24.0,27.0,14.0,30.0,22.0,25.0,10.0,40.0,5.0,39.0,50.0,17.0,101.0,73.0,55.0,14.0,7.0,17.0,19.0,18.0,3.0,33.0,1.0,278.0,145.0,154.0,131.0,79.0,16.0,59.0,18.0,19.0,16.0,20.0,628.0,860.0,217.0,158.0,126.0,40.0,35.0,23.0,57.0,93.0,193.0,243.0,221.0,275.0,96.0,22.0,12.0,11.0,12.0,64.0,220.0,157.0,139.0,111.0,91.0,74.0,49.0,6.0,19.0,10.0,92.0,145.0,173.0,172.0,89.0,38.0,83.0,24.0,8.0,8.0,12.0,35.0,50.0,62.0,24.0,55.0,30.0,24.0,20.0,13.0
0.0,0.0,1.0,3.0,7.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,5.0,11.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,23.0,3.0,17.0,3.0,0.0,3.0,4.0,2.0,1.0,0.0,24.0,4.0,4.0,5.0,1.0,5.0,4.0,6.0,4.0,12.0,4.0,16.0,13.0,0.0,10.0,10.0,5.0,4.0,4.0,1.0,9.0,13.0,6.0,4.0,2.0,5.0,32.0,55.0,52.0,28.0,4.0,17.0,15.0,44.0,8.0,13.0,47.0,199.0,57.0,53.0,28.0,14.0,5.0,5.0,15.0,38.0,51.0,71.0,71.0,89.0,33.0,9.0,2.0,5.0,4.0,29.0,62.0,58.0,50.0,38.0,18.0,21.0,17.0,0.0,5.0,2.0,48.0,43.0,35.0,74.0,26.0,6.0,23.0,6.0,2.0,0.0,3.0,10.0,10.0,14.0,10.0,12.0,2.0,3.0,6.0,3.0
0.0,1.0,1.0,10.0,34.0,2.0,3.0,6.0,2.0,4.0,2.0,11.0,0.0,10.0,22.0,51.0,17.0,8.0,3.0,1.0,5.0,8.0,2.0,0.0,14.0,45.0,24.0,115.0,8.0,4.0,14.0,59.0,29.0,2.0,1.0,61.0,19.0,21.0,18.0,26.0,20.0,21.0,30.0,23.0,20.0,6.0,29.0,125.0,8.0,9.0,28.0,25.0,18.0,5.0,8.0,21.0,37.0,109.0,165.0,1.0,1.0,11.0,136.0,170.0,106.0,23.0,38.0,41.0,177.0,151.0,103.0,131.0,388.0,254.0,213.0,150.0,45.0,32.0,21.0,74.0,149.0,277.0,267.0,269.0,388.0,126.0,36.0,11.0,6.0,17.0,85.0,214.0,194.0,196.0,182.0,103.0,88.0,96.0,6.0,20.0,7.0,265.0,238.0,208.0,300.0,100.0,30.0,99.0,40.0,11.0,2.0,16.0,31.0,35.0,50.0,25.0,53.0,34.0,18.0,26.0,19.0
0.0,0.0,4.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,17.0,5.0,0.0,3.0,6.0,4.0,4.0,2.0,0.0,5.0,24.0,10.0,31.0,0.0,1.0,6.0,21.0,15.0,2.0,0.0,31.0,5.0,8.0,11.0,3.0,16.0,10.0,17.0,11.0,7.0,3.0,20.0,43.0,14.0,23.0,7.0,7.0,14.0,8.0,4.0,1.0,11.0,42.0,341.0,42.0,4.0,6.0,3.0,27.0,78.0,17.0,18.0,11.0,46.0,64.0,80.0,100.0,30.0,46.0,59.0,50.0,21.0,11.0,8.0,20.0,34.0,91.0,223.0,166.0,141.0,37.0,11.0,4.0,3.0,5.0,19.0,68.0,48.0,56.0,94.0,39.0,48.0,33.0,2.0,9.0,2.0,138.0,104.0,53.0,153.0,60.0,8.0,36.0,8.0,4.0,1.0,3.0,11.0,10.0,17.0,15.0,20.0,10.0,9.0,9.0,5.0
0.0,1.0,0.0,2.0,19.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,7.0,28.0,2.0,5.0,4.0,3.0,3.0,11.0,0.0,0.0,3.0,19.0,7.0,50.0,4.0,2.0,4.0,22.0,13.0,0.0,1.0,21.0,2.0,9.0,7.0,15.0,12.0,10.0,27.0,15.0,5.0,5.0,18.0,42.0,26.0,41.0,8.0,2.0,4.0,10.0,6.0,10.0,11.0,32.0,294.0,67.0,228.0,5.0,2.0,1.0,9.0,16.0,14.0,11.0,74.0,60.0,66.0,283.0,60.0,33.0,24.0,65.0,31.0,4.0,7.0,11.0,37.0,107.0,162.0,132.0,128.0,74.0,23.0,10.0,7.0,5.0,22.0,62.0,49.0,61.0,92.0,53.0,79.0,54.0,7.0,7.0,5.0,85.0,92.0,54.0,93.0,47.0,14.0,69.0,16.0,2.0,0.0,6.0,18.0,18.0,24.0,16.0,20.0,18.0,8.0,17.0,4.0
0.0,0.0,1.0,4.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,3.0,11.0,3.0,4.0,2.0,2.0,5.0,11.0,1.0,1.0,2.0,31.0,1.0,36.0,2.0,2.0,3.0,27.0,20.0,0.0,0.0,26.0,4.0,10.0,7.0,8.0,9.0,11.0,11.0,12.0,6.0,1.0,18.0,35.0,23.0,64.0,22.0,5.0,1.0,3.0,8.0,4.0,7.0,23.0,287.0,44.0,292.0,26.0,1.0,1.0,0.0,14.0,15.0,24.0,45.0,40.0,74.0,302.0,124.0,23.0,5.0,31.0,36.0,6.0,11.0,14.0,41.0,87.0,114.0,129.0,131.0,57.0,36.0,6.0,4.0,6.0,24.0,78.0,50.0,69.0,57.0,63.0,118.0,82.0,11.0,9.0,3.0,31.0,55.0,69.0,68.0,64.0,19.0,88.0,27.0,6.0,1.0,4.0,15.0,17.0,26.0,12.0,24.0,28.0,9.0,16.0,9.0
0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,8.0,3.0,6.0,4.0,3.0,0.0,9.0,4.0,1.0,0.0,7.0,1.0,8.0,6.0,2.0,3.0,6.0,3.0,4.0,1.0,1.0,6.0,10.0,7.0,31.0,25.0,4.0,0.0,1.0,2.0,4.0,6.0,10.0,70.0,26.0,84.0,24.0,10.0,0.0,0.0,0.0,7.0,4.0,13.0,12.0,13.0,129.0,131.0,59.0,13.0,10.0,6.0,5.0,1.0,4.0,14.0,42.0,46.0,48.0,70.0,26.0,9.0,3.0,1.0,3.0,7.0,25.0,21.0,28.0,28.0,31.0,12.0,22.0,1.0,4.0,1.0,18.0,26.0,18.0,19.0,21.0,7.0,19.0,6.0,4.0,0.0,1.0,7.0,6.0,6.0,2.0,8.0,9.0,4.0,4.0,2.0
0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,2.0,3.0,5.0,6.0,2.0,0.0,0.0,1.0,1.0,4.0,21.0,6.0,29.0,12.0,9.0,10.0,0.0,0.0,2.0,1.0,5.0,7.0,7.0,28.0,36.0,12.0,15.0,5.0,3.0,0.0,3.0,0.0,4.0,4.0,12.0,7.0,23.0,4.0,2.0,2.0,0.0,0.0,4.0,12.0,3.0,9.0,6.0,9.0,11.0,9.0,1.0,1.0,0.0,4.0,2.0,4.0,9.0,6.0,3.0,8.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,0.0,2.0,1.0
0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,11.0,2.0,9.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,10.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,6.0,1.0,14.0,14.0,5.0,3.0,1.0,4.0,0.0,4.0,11.0,97.0,28.0,110.0,9.0,22.0,26.0,10.0,4.0,0.0,0.0,9.0,37.0,29.0,103.0,89.0,48.0,16.0,14.0,4.0,2.0,1.0,10.0,22.0,28.0,41.0,34.0,40.0,14.0,2.0,1.0,4.0,2.0,12.0,34.0,27.0,18.0,21.0,7.0,8.0,10.0,2.0,4.0,6.0,25.0,20.0,22.0,25.0,10.0,3.0,13.0,2.0,1.0,0.0,4.0,8.0,7.0,9.0,4.0,8.0,2.0,1.0,2.0,2.0
0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,8.0,3.0,14.0,1.0,1.0,0.0,2.0,4.0,0.0,2.0,6.0,2.0,5.0,5.0,1.0,3.0,0.0,2.0,0.0,5.0,0.0,6.0,13.0,4.0,16.0,9.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,55.0,30.0,109.0,20.0,25.0,21.0,8.0,3.0,0.0,1.0,3.0,2.0,36.0,115.0,111.0,30.0,22.0,17.0,3.0,2.0,2.0,4.0,25.0,42.0,40.0,44.0,28.0,7.0,1.0,0.0,1.0,2.0,8.0,34.0,28.0,19.0,18.0,14.0,17.0,14.0,0.0,7.0,2.0,34.0,28.0,29.0,46.0,10.0,4.0,6.0,2.0,1.0,1.0,2.0,5.0,3.0,8.0,5.0,4.0,3.0,0.0,2.0,4.0
1.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,7.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,19.0,9.0,32.0,2.0,2.0,1.0,6.0,6.0,2.0,1.0,17.0,4.0,5.0,6.0,9.0,7.0,5.0,7.0,2.0,21.0,5.0,17.0,37.0,9.0,50.0,22.0,11.0,5.0,0.0,4.0,4.0,5.0,4.0,23.0,50.0,299.0,45.0,57.0,55.0,24.0,9.0,30.0,0.0,2.0,1.0,34.0,356.0,303.0,79.0,48.0,24.0,10.0,22.0,2.0,1.0,12.0,56.0,111.0,103.0,85.0,26.0,10.0,3.0,9.0,10.0,18.0,85.0,65.0,44.0,53.0,24.0,34.0,18.0,2.0,11.0,7.0,67.0,71.0,61.0,70.0,26.0,6.0,22.0,6.0,2.0,1.0,8.0,14.0,20.0,12.0,6.0,19.0,5.0,1.0,5.0,4.0
0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,18.0,14.0,0.0,0.0,1.0,6.0,4.0,2.0,1.0,4.0,19.0,6.0,36.0,4.0,2.0,0.0,11.0,13.0,5.0,1.0,46.0,11.0,7.0,9.0,3.0,6.0,2.0,6.0,2.0,7.0,5.0,33.0,65.0,16.0,44.0,48.0,17.0,8.0,2.0,2.0,16.0,23.0,11.0,40.0,18.0,311.0,73.0,87.0,43.0,39.0,12.0,65.0,13.0,5.0,6.0,12.0,345.0,524.0,118.0,92.0,61.0,38.0,30.0,12.0,11.0,5.0,27.0,136.0,143.0,138.0,40.0,12.0,5.0,7.0,13.0,43.0,130.0,113.0,98.0,49.0,42.0,33.0,27.0,2.0,15.0,14.0,108.0,115.0,125.0,115.0,36.0,13.0,30.0,11.0,4.0,1.0,6.0,23.0,33.0,34.0,9.0,16.0,10.0,7.0,7.0,5.0
0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,14.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,14.0,5.0,33.0,1.0,2.0,4.0,9.0,4.0,0.0,0.0,19.0,5.0,6.0,7.0,3.0,5.0,2.0,4.0,4.0,13.0,6.0,21.0,32.0,13.0,45.0,22.0,13.0,6.0,2.0,2.0,11.0,32.0,51.0,27.0,10.0,131.0,69.0,53.0,70.0,28.0,3.0,42.0,32.0,63.0,7.0,5.0,17.0,296.0,174.0,85.0,43.0,10.0,15.0,6.0,23.0,10.0,1.0,27.0,99.0,137.0,43.0,13.0,5.0,5.0,8.0,30.0,71.0,66.0,67.0,80.0,37.0,34.0,24.0,2.0,5.0,1.0,64.0,73.0,79.0,102.0,46.0,8.0,34.0,9.0,3.0,3.0,8.0,12.0,11.0,15.0,9.0,14.0,10.0,5.0,9.0,3.0
1.0,1.0,1.0,8.0,30.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,13.0,16.0,32.0,18.0,1.0,1.0,3.0,4.0,5.0,3.0,0.0,9.0,43.0,11.0,151.0,8.0,1.0,6.0,24.0,23.0,4.0,4.0,33.0,15.0,18.0,28.0,23.0,19.0,12.0,8.0,8.0,18.0,4.0,38.0,76.0,44.0,108.0,58.0,28.0,15.0,2.0,2.0,13.0,45.0,107.0,500.0,14.0,164.0,56.0,163.0,163.0,91.0,13.0,51.0,46.0,177.0,105.0,10.0,23.0,26.0,131.0,198.0,107.0,14.0,26.0,8.0,58.0,201.0,130.0,6.0,50.0,308.0,75.0,28.0,6.0,11.0,10.0,93.0,247.0,167.0,162.0,131.0,71.0,85.0,72.0,6.0,18.0,7.0,365.0,345.0,250.0,523.0,111.0,14.0,81.0,32.0,5.0,5.0,8.0,37.0,31.0,54.0,34.0,24.0,15.0,7.0,10.0,12.0
3.0,0.0,1.0,10.0,42.0,1.0,3.0,2.0,2.0,0.0,2.0,12.0,2.0,4.0,19.0,42.0,17.0,1.0,4.0,5.0,6.0,13.0,2.0,1.0,9.0,57.0,10.0,130.0,8.0,3.0,1.0,47.0,44.0,3.0,1.0,52.0,25.0,18.0,29.0,14.0,41.0,18.0,27.0,17.0,11.0,10.0,44.0,122.0,51.0,185.0,81.0,72.0,28.0,10.0,5.0,14.0,35.0,129.0,1156.0,126.0,711.0,24.0,72.0,129.0,170.0,22.0,71.0,72.0,251.0,185.0,158.0,31.0,41.0,24.0,81.0,195.0,59.0,49.0,11.0,71.0,196.0,343.0,107.0,20.0,32.0,83.0,55.0,20.0,10.0,13.0,111.0,233.0,199.0,208.0,204.0,122.0,152.0,134.0,7.0,21.0,11.0,344.0,335.0,274.0,440.0,203.0,55.0,137.0,30.0,9.0,3.0,14.0,36.0,47.0,82.0,26.0,76.0,34.0,15.0,19.0,11.0
0.0,2.0,0.0,6.0,17.0,2.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,4.0,7.0,18.0,8.0,2.0,3.0,1.0,6.0,2.0,1.0,1.0,4.0,22.0,4.0,40.0,4.0,2.0,1.0,23.0,5.0,3.0,0.0,27.0,1.0,11.0,12.0,5.0,14.0,13.0,21.0,9.0,1.0,2.0,23.0,38.0,26.0,62.0,34.0,36.0,17.0,3.0,10.0,5.0,13.0,31.0,397.0,64.0,393.0,31.0,24.0,33.0,63.0,20.0,36.0,17.0,102.0,76.0,164.0,123.0,17.0,11.0,10.0,44.0,63.0,13.0,7.0,28.0,88.0,147.0,146.0,19.0,8.0,4.0,18.0,17.0,12.0,12.0,32.0,107.0,126.0,91.0,95.0,38.0,79.0,72.0,11.0,9.0,5.0,81.0,88.0,81.0,125.0,65.0,19.0,104.0,29.0,3.0,3.0,3.0,22.0,31.0,30.0,16.0,30.0,22.0,17.0,22.0,9.0
0.0,0.0,0.0,7.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,3.0,11.0,17.0,6.0,1.0,0.0,6.0,6.0,5.0,2.0,2.0,5.0,13.0,7.0,34.0,3.0,0.0,2.0,17.0,15.0,1.0,1.0,15.0,4.0,13.0,12.0,10.0,4.0,8.0,12.0,14.0,5.0,4.0,14.0,23.0,21.0,46.0,39.0,38.0,19.0,5.0,7.0,3.0,15.0,21.0,293.0,41.0,317.0,66.0,16.0,7.0,22.0,23.0,18.0,16.0,43.0,47.0,79.0,316.0,61.0,9.0,6.0,1.0,16.0,8.0,8.0,14.0,59.0,95.0,110.0,94.0,12.0,3.0,5.0,11.0,2.0,7.0,25.0,84.0,58.0,55.0,83.0,50.0,88.0,109.0,13.0,5.0,1.0,37.0,48.0,70.0,101.0,74.0,17.0,111.0,32.0,3.0,1.0,1.0,4.0,14.0,12.0,14.0,27.0,18.0,14.0,11.0,2.0
0.0,0.0,1.0,3.0,5.0,1.0,2.0,0.0,1.0,0.0,3.0,4.0,1.0,3.0,10.0,15.0,6.0,1.0,0.0,2.0,3.0,4.0,4.0,0.0,1.0,12.0,2.0,26.0,1.0,1.0,1.0,13.0,7.0,0.0,0.0,25.0,2.0,14.0,9.0,3.0,11.0,3.0,9.0,4.0,3.0,2.0,11.0,23.0,14.0,50.0,15.0,21.0,14.0,5.0,4.0,4.0,16.0,25.0,253.0,22.0,243.0,61.0,64.0,23.0,2.0,5.0,18.0,15.0,49.0,28.0,47.0,260.0,285.0,42.0,3.0,0.0,0.0,7.0,3.0,13.0,53.0,69.0,90.0,121.0,80.0,10.0,0.0,1.0,2.0,6.0,15.0,78.0,64.0,59.0,54.0,61.0,59.0,47.0,6.0,7.0,3.0,38.0,38.0,49.0,81.0,46.0,25.0,76.0,25.0,5.0,3.0,3.0,16.0,14.0,22.0,9.0,23.0,15.0,10.0,6.0,2.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,10.0,2.0,2.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,6.0,2.0,8.0,4.0,0.0,0.0,4.0,9.0,4.0,12.0,12.0,6.0,5.0,2.0,2.0,0.0,3.0,9.0,91.0,13.0,80.0,14.0,38.0,31.0,6.0,2.0,7.0,3.0,16.0,10.0,14.0,91.0,102.0,62.0,25.0,0.0,0.0,1.0,4.0,9.0,15.0,22.0,36.0,27.0,69.0,18.0,1.0,0.0,3.0,0.0,6.0,12.0,20.0,9.0,15.0,31.0,23.0,24.0,2.0,0.0,2.0,9.0,16.0,11.0,18.0,20.0,4.0,26.0,5.0,2.0,0.0,0.0,6.0,5.0,2.0,6.0,3.0,8.0,2.0,1.0,0.0
0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,2.0,9.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,5.0,7.0,8.0,53.0,6.0,36.0,10.0,8.0,9.0,8.0,4.0,0.0,0.0,12.0,12.0,8.0,46.0,51.0,9.0,13.0,8.0,3.0,0.0,0.0,5.0,13.0,27.0,12.0,13.0,20.0,2.0,0.0,0.0,0.0,0.0,2.0,36.0,21.0,9.0,5.0,8.0,5.0,7.0,0.0,1.0,1.0,3.0,10.0,19.0,18.0,6.0,2.0,2.0,3.0,0.0,3.0,1.0,6.0,14.0,8.0,0.0,1.0,3.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,0.0,8.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,4.0,37.0,8.0,27.0,2.0,9.0,7.0,4.0,2.0,0.0,0.0,0.0,7.0,6.0,21.0,31.0,10.0,10.0,6.0,1.0,1.0,0.0,2.0,8.0,10.0,6.0,7.0,12.0,2.0,2.0,1.0,1.0,0.0,1.0,12.0,11.0,12.0,10.0,12.0,2.0,2.0,0.0,1.0,1.0,4.0,5.0,13.0,12.0,9.0,3.0,3.0,2.0,1.0,0.0,1.0,6.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,5.0,1.0,30.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,8.0,4.0,4.0,4.0,2.0,5.0,0.0,2.0,2.0,5.0,2.0,7.0,9.0,5.0,19.0,9.0,7.0,3.0,2.0,1.0,4.0,13.0,22.0,83.0,14.0,119.0,15.0,32.0,21.0,9.0,0.0,19.0,4.0,0.0,11.0,26.0,107.0,90.0,51.0,26.0,13.0,6.0,8.0,1.0,2.0,1.0,20.0,47.0,36.0,44.0,11.0,5.0,2.0,16.0,3.0,2.0,13.0,28.0,44.0,34.0,21.0,14.0,10.0,2.0,15.0,7.0,29.0,15.0,46.0,37.0,22.0,4.0,15.0,4.0,1.0,1.0,10.0,12.0,12.0,20.0,1.0,6.0,4.0,4.0,6.0,1.0
